Organism,AntimicrobialGroup,Indicator,Year,RegionCode,RegionName,PercentageResistant
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,LT,Lithuania,10.9589041
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,LU,Luxembourg,3.22580645
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,LV,Latvia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,MT,Malta,5.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,NL,Netherlands,1.89873417
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,NO,Norway,3.06122448
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,PL,Poland,22.39263803
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,PT,Portugal,14.7299509
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,RO,Romania,46.75324675
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,SE,Sweden,5.34188034
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,SI,Slovenia,15.38461538
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,SK,Slovakia,35.18518518
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2016,UK,United Kingdom,2.73752012
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,AT,Austria,6.1433447
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,BE,Belgium,6.66666666
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,BG,Bulgaria,27.53623188
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,CY,Cyprus,9.43396226
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,CZ,Czechia,16.54320987
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,DE,Germany,6.60429279
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,DK,Denmark,0.43383947
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,EE,Estonia,9.52380952
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,EL,Greece,29.77893368
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,ES,Spain,10.50679851
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,FI,Finland,3.67231638
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,FR,France,10.60411311
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,HR,Croatia,21.77777777
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,HU,Hungary,18.53932584
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,IE,Ireland,8.17843866
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,IS,Iceland,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,IT,Italy,15.98984771
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,LT,Lithuania,17.04545454
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,LU,Luxembourg,3.7037037
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,LV,Latvia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,MT,Malta,8.1081081
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,NL,Netherlands,2.16138328
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,NO,Norway,1.96078431
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,PL,Poland,19.92337164
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,PT,Portugal,16.08040201
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,RO,Romania,58.73015873
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,SE,Sweden,3.16027088
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,SI,Slovenia,11.38211382
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,SK,Slovakia,41.66666666
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2017,UK,United Kingdom,2.63808738
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,AT,Austria,5.32081377
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,BE,Belgium,5.46448087
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,BG,Bulgaria,25.84269662
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,CY,Cyprus,16.36363636
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,CZ,Czechia,21.65725047
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,DE,Germany,5.86560364
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,DK,Denmark,1.27877237
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,EE,Estonia,4.54545454
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,EL,Greece,26.53562653
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,ES,Spain,11.14369501
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,FI,Finland,1.86170212
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,FR,France,10.62906724
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,HR,Croatia,18.42105263
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,HU,Hungary,20.57667103
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,IE,Ireland,3.10077519
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,IS,Iceland,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,IT,Italy,14.53141453
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,LT,Lithuania,11.88118811
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,LU,Luxembourg,1.96078431
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,LV,Latvia,30.76923076
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,MT,Malta,3.44827586
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,NL,Netherlands,1.84210526
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,NO,Norway,2.94117647
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,PL,Poland,30.12048192
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,PT,Portugal,15.44186046
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,RO,Romania,48.8
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,SE,Sweden,1.97044334
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,SI,Slovenia,11.49425287
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,SK,Slovakia,36.52173913
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2018,UK,United Kingdom,3.19865319
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,AT,Austria,5.05529225
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,BE,Belgium,6.1465721
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,BG,Bulgaria,30.84112149
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,CY,Cyprus,12.12121212
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,CZ,Czechia,19.00684931
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,DE,Germany,6.27413127
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,DK,Denmark,1.70575692
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,EE,Estonia,3.22580645
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,EL,Greece,31.77570093
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,ES,Spain,13.46153846
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,FI,Finland,2.41758241
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,FR,France,8.64127345
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,HR,Croatia,19.27710843
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,HU,Hungary,17.68149882
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,IE,Ireland,5.14705882
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,IS,Iceland,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,IT,Italy,12.98519966
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,LT,Lithuania,12.87128712
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,LU,Luxembourg,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,LV,Latvia,20.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,MT,Malta,7.69230769
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,NL,Netherlands,1.6722408
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,NO,Norway,1.98412698
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,PL,Poland,23.74670184
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,PT,Portugal,14.189837
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,RO,Romania,52.20125786
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,SE,Sweden,3.54107648
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,SI,Slovenia,12.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,SK,Slovakia,32.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2019,UK,United Kingdom,3.1183255
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,AT,Austria,3.94366197
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,BE,Belgium,7.9584775
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,BG,Bulgaria,50.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,CY,Cyprus,12.24489795
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,CZ,Czechia,15.45454545
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,DE,Germany,6.89068481
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,DK,Denmark,3.27868852
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,EE,Estonia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,EL,Greece,33.91812865
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,ES,Spain,9.56210902
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,FI,Finland,3.48027842
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,FR,France,8.90883977
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,HR,Croatia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,HU,Hungary,15.57922769
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,IE,Ireland,1.44927536
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,IS,Iceland,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,IT,Italy,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,LT,Lithuania,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,LU,Luxembourg,5.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,LV,Latvia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,MT,Malta,10.20408163
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,NL,Netherlands,1.86513629
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,NO,Norway,2.84552845
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,PL,Poland,30.8988764
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,PT,Portugal,9.82367758
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,RO,Romania,41.66666666
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,SE,Sweden,1.93965517
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,SI,Slovenia,7.14285714
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2020,SK,Slovakia,35.71428571
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,AT,Austria,4.30107526
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,BE,Belgium,8.23045267
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,BG,Bulgaria,31.3253012
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,CY,Cyprus,11.59420289
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,CZ,Czechia,15.44991511
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,DE,Germany,6.80139914
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,DK,Denmark,1.33333333
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,EE,Estonia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,EL,Greece,31.74603174
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,ES,Spain,11.44067796
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,FI,Finland,1.55555555
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,FR,France,8.21287779
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,HR,Croatia,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,HU,Hungary,16.15384615
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,IE,Ireland,6.22222222
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,IS,Iceland,3.22580645
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,IT,Italy,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,LT,Lithuania,
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,LU,Luxembourg,0.0
Pseudomonas aeruginosa,"Combined resistance (at least three of piperac. and tazob., fluoroq., ceftaz., aminogl. and carbapenems)","R - resistant isolates, percentage  ",2021,LV,Latvia,13.04347826
